gender;star1;star2;star3;read1;read2;math1;math2;school1;school2;school3;experience1;experience2;experience3;EndScore
male;NA;regular+aide;regular+aide;NA;545;NA;599;NA;suburban;suburban;NA;NA;22;575
male;small;small;small;514;591;562;615;rural;rural;rural;21;39;6;630
female;small;small;NA;NA;571;NA;607;suburban;inner-city;NA;1;14;NA;NA
male;NA;regular+aide;NA;NA;586;NA;590;NA;inner-city;NA;NA;10;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular+aide;NA;NA;483;NA;485;NA;inner-city;NA;NA;19;NA;NA
female;regular+aide;NA;NA;466;NA;470;NA;rural;NA;NA;10;NA;NA;NA
female;small;small;small;530;577;549;659;suburban;suburban;suburban;1;12;7;617
male;regular+aide;regular+aide;regular+aide;540;588;562;593;rural;rural;rural;21;14;9;618
male;regular+aide;regular+aide;regular+aide;497;596;510;570;rural;rural;rural;11;15;8;584
female;NA;regular;regular;NA;554;NA;526;NA;suburban;suburban;NA;4;19;616
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;NA;NA;453;NA;461;NA;inner-city;NA;NA;4;NA;NA;NA
female;small;small;small;492;584;479;559;rural;rural;rural;31;14;14;591
female;regular+aide;NA;NA;423;NA;463;NA;suburban;NA;NA;13;NA;NA;NA
female;NA;regular;regular;NA;573;NA;541;NA;rural;rural;NA;1;7;609
male;small;small;small;524;554;529;574;rural;rural;rural;27;10;4;581
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;14;587
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;26;571
female;NA;regular+aide;regular+aide;NA;631;NA;579;NA;suburban;suburban;NA;18;19;613
female;regular+aide;regular+aide;regular+aide;471;536;507;525;urban;urban;urban;0;12;31;566
male;regular+aide;regular+aide;regular+aide;NA;496;463;494;suburban;suburban;suburban;27;1;16;NA
male;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;11;616
male;small;NA;NA;501;NA;553;NA;suburban;NA;NA;12;NA;NA;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;4;616
female;regular+aide;regular+aide;regular+aide;456;557;465;546;urban;urban;urban;7;30;9;570
male;regular+aide;regular+aide;regular+aide;571;599;592;607;rural;rural;rural;10;13;30;662
female;small;small;small;571;631;578;572;urban;urban;urban;20;22;8;638
male;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;18;NA;NA
female;regular;NA;NA;564;NA;567;NA;rural;NA;NA;1;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;590;593;526;584;suburban;suburban;suburban;20;12;14;622
male;regular+aide;regular+aide;regular+aide;533;618;567;582;rural;rural;rural;11;2;15;609
male;regular+aide;NA;NA;629;NA;627;NA;rural;NA;NA;8;NA;NA;NA
female;regular;small;NA;477;588;505;550;urban;urban;NA;11;14;NA;NA
female;small;small;small;516;586;562;607;rural;rural;rural;27;10;4;605
male;regular;regular+aide;regular+aide;519;588;542;570;suburban;suburban;suburban;2;18;21;630
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular;regular;NA;571;NA;548;NA;suburban;suburban;NA;8;15;564
female;regular+aide;regular+aide;regular+aide;571;573;532;568;suburban;suburban;suburban;27;1;16;599
male;regular+aide;regular+aide;regular+aide;487;517;479;514;urban;urban;urban;7;12;19;575
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;37;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;22;575
female;regular+aide;regular+aide;regular+aide;509;659;507;615;rural;rural;rural;18;6;17;632
male;small;small;small;530;614;529;615;rural;rural;rural;17;17;13;624
male;NA;regular;regular;NA;608;NA;599;NA;suburban;suburban;NA;3;11;636
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;17;576
female;regular;regular;NA;629;627;572;552;suburban;suburban;NA;7;31;NA;NA
male;small;small;small;571;622;572;659;rural;rural;rural;3;12;14;669
female;regular;NA;NA;530;NA;515;NA;urban;NA;NA;1;NA;NA;NA
male;small;small;NA;495;562;484;543;rural;rural;NA;2;15;NA;NA
male;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;2;NA;NA
female;regular+aide;regular+aide;regular+aide;564;643;572;620;urban;urban;urban;10;19;16;674
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;7;572
female;regular;small;small;540;575;542;603;suburban;suburban;suburban;2;10;10;659
female;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;11;NA;NA
female;regular+aide;regular+aide;regular+aide;564;643;532;632;urban;urban;urban;15;20;20;685
male;NA;regular+aide;regular+aide;NA;529;NA;515;NA;inner-city;inner-city;NA;NA;4;598
male;NA;regular+aide;regular+aide;NA;571;NA;563;NA;inner-city;inner-city;NA;10;0;612
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;small;small;604;684;592;674;suburban;suburban;suburban;14;16;9;623
female;small;small;small;651;622;627;632;rural;rural;rural;9;0;31;NA
female;regular;regular;NA;492;530;526;548;inner-city;inner-city;NA;0;7;NA;NA
female;regular;regular;regular;471;545;515;546;rural;rural;rural;0;9;8;548
female;regular;NA;NA;448;NA;463;NA;urban;NA;NA;5;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;NA;NA;524;NA;510;NA;urban;NA;NA;12;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;NA;NA;651;NA;627;NA;suburban;NA;NA;6;NA;NA;NA
male;small;small;small;590;622;535;557;suburban;suburban;suburban;19;17;17;599
male;small;small;NA;478;557;497;533;rural;rural;NA;15;11;NA;NA
female;small;small;small;540;611;567;584;rural;rural;rural;8;18;12;634
male;regular;NA;NA;478;NA;507;NA;rural;NA;NA;13;NA;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;10;NA
male;NA;regular;regular;NA;582;NA;596;NA;rural;rural;NA;25;37;576
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;NA;NA;495;NA;532;NA;suburban;NA;NA;19;NA;NA;NA
male;small;small;small;571;622;562;639;rural;rural;rural;27;10;4;665
male;regular;NA;NA;487;NA;493;NA;inner-city;NA;NA;14;NA;NA;NA
male;NA;small;small;NA;568;NA;552;NA;rural;rural;NA;6;2;589
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;small;small;629;684;601;659;rural;rural;rural;17;17;13;670
female;regular;regular;regular;509;588;545;584;urban;urban;urban;20;15;7;634
female;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;1;NA;NA;NA
male;small;small;NA;NA;NA;NA;NA;inner-city;inner-city;NA;30;3;NA;NA
female;regular;regular+aide;small;509;593;553;611;inner-city;inner-city;inner-city;5;35;9;650
female;regular;regular;regular+aide;521;586;515;541;inner-city;inner-city;inner-city;15;10;30;NA
male;NA;regular;regular;NA;515;NA;561;NA;suburban;suburban;NA;4;7;590
female;NA;regular+aide;NA;NA;508;NA;554;NA;rural;NA;NA;1;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular;small;NA;NA;NA;NA;NA;inner-city;inner-city;NA;24;15;604
male;regular;regular;NA;590;NA;535;NA;inner-city;inner-city;NA;19;2;NA;NA
female;NA;regular;small;NA;532;NA;525;NA;inner-city;inner-city;NA;2;22;589
male;NA;regular+aide;regular;NA;568;NA;543;NA;inner-city;inner-city;NA;35;14;589
female;regular+aide;NA;NA;514;NA;497;NA;rural;NA;NA;8;NA;NA;NA
female;small;small;small;457;559;486;536;inner-city;inner-city;inner-city;21;5;2;570
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;4;636
female;small;small;small;492;550;505;565;rural;rural;rural;8;9;9;605
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;NA;NA;571;NA;505;NA;rural;NA;NA;11;NA;NA;NA
male;regular;regular;small;472;555;526;561;rural;rural;rural;5;31;0;565
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular+aide;regular+aide;NA;536;NA;556;NA;inner-city;inner-city;NA;10;7;570
male;small;small;small;651;732;592;674;rural;rural;rural;19;12;3;690
female;small;small;small;495;591;512;574;inner-city;inner-city;inner-city;1;8;18;595
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;small;small;488;622;562;659;rural;rural;rural;15;5;31;639
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;26;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;NA;NA;423;NA;436;NA;inner-city;NA;NA;8;NA;NA;NA
male;regular;regular;regular;444;503;488;530;inner-city;inner-city;inner-city;2;1;3;523
female;small;small;small;527;611;515;559;suburban;suburban;suburban;21;4;18;602
male;small;small;small;579;622;553;615;rural;rural;rural;7;10;18;603
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular+aide;regular+aide;NA;631;NA;587;NA;inner-city;inner-city;NA;10;7;NA
male;small;small;small;483;627;545;570;inner-city;inner-city;inner-city;0;19;14;609
female;small;small;small;488;568;515;550;rural;rural;rural;27;10;4;579
male;regular+aide;regular+aide;regular+aide;465;544;490;552;rural;rural;rural;6;23;11;591
male;regular+aide;NA;NA;512;NA;486;NA;rural;NA;NA;13;NA;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;8;580
male;small;small;NA;447;499;493;464;inner-city;inner-city;NA;4;26;NA;NA
male;regular;NA;NA;477;NA;515;NA;inner-city;NA;NA;5;NA;NA;NA
female;regular+aide;regular+aide;NA;530;618;567;639;rural;rural;NA;16;8;NA;NA
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;22;570
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;5;600
female;regular;regular+aide;regular;527;599;562;620;inner-city;inner-city;inner-city;27;35;5;NA
female;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;17;638
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;13;602
male;regular;small;NA;472;532;507;554;suburban;suburban;NA;7;2;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;NA;NA;527;NA;567;NA;suburban;NA;NA;3;NA;NA;NA
female;small;small;small;629;669;572;599;rural;rural;rural;13;15;17;656
male;small;NA;NA;NA;NA;493;NA;rural;NA;NA;12;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;NA;NA;497;NA;502;NA;urban;NA;NA;12;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;604;650;612;626;rural;rural;rural;16;8;12;670
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;NA;NA;NA;NA;NA;NA;urban;NA;NA;11;NA;NA;NA
male;NA;regular+aide;small;NA;560;NA;565;NA;inner-city;inner-city;NA;5;22;634
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;small;NA;NA;NA;NA;NA;NA;urban;NA;NA;13;617
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;regular;NA;468;499;545;552;rural;rural;NA;8;10;NA;NA
male;NA;small;small;NA;627;NA;603;NA;suburban;suburban;NA;5;5;671
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;regular;505;611;502;533;rural;rural;rural;11;13;17;596
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;NA;495;NA;502;NA;inner-city;inner-city;NA;21;2;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;regular;530;627;512;584;rural;rural;rural;7;15;24;639
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;22;573
male;regular;small;small;540;544;512;540;suburban;suburban;suburban;2;10;10;601
female;NA;regular;regular+aide;NA;637;NA;632;NA;suburban;suburban;NA;31;18;672
female;regular+aide;regular;regular;514;618;486;599;rural;rural;rural;18;14;3;597
male;small;NA;NA;448;NA;488;NA;urban;NA;NA;12;NA;NA;NA
male;small;small;small;604;614;567;632;rural;rural;rural;15;20;20;638
female;regular+aide;regular+aide;regular+aide;536;593;523;579;rural;rural;rural;16;15;15;587
male;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;8;NA;NA;NA
male;NA;regular;regular;NA;484;NA;504;NA;rural;rural;NA;1;5;NA
male;regular+aide;regular+aide;NA;471;520;518;548;rural;rural;NA;2;29;NA;NA
female;small;NA;NA;439;NA;505;NA;inner-city;NA;NA;38;NA;NA;NA
female;NA;regular;regular;NA;518;NA;536;NA;inner-city;inner-city;NA;30;31;574
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;17;518
male;small;NA;regular+aide;NA;NA;NA;NA;inner-city;NA;inner-city;0;NA;30;521
male;regular+aide;regular+aide;regular+aide;495;544;512;584;rural;rural;rural;2;29;15;586
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;NA;NA;516;NA;562;NA;inner-city;NA;NA;26;NA;NA;NA
female;NA;regular+aide;NA;NA;517;NA;522;NA;inner-city;NA;NA;13;NA;NA
female;regular;regular;NA;519;584;523;582;inner-city;inner-city;NA;2;1;NA;NA
female;small;small;small;571;643;584;615;rural;rural;rural;7;10;18;608
female;regular;regular;NA;527;568;510;599;rural;rural;NA;20;18;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;NA;NA;475;NA;481;NA;suburban;NA;NA;8;NA;NA;NA
female;regular;NA;NA;474;NA;497;NA;urban;NA;NA;11;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;514;582;507;557;urban;urban;urban;10;19;16;598
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;564;604;549;599;rural;rural;rural;2;19;0;628
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;4;NA
female;regular+aide;regular+aide;regular+aide;604;709;584;639;rural;rural;rural;4;14;4;677
female;NA;regular+aide;NA;NA;602;NA;599;NA;rural;NA;NA;8;NA;NA
male;NA;regular+aide;regular+aide;NA;517;NA;587;NA;inner-city;inner-city;NA;12;2;541
female;regular;NA;NA;NA;NA;493;NA;suburban;NA;NA;22;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;558;650;538;572;rural;rural;rural;18;15;15;NA
male;small;small;small;540;562;523;579;rural;rural;rural;12;6;15;605
female;NA;regular+aide;regular+aide;NA;520;NA;528;NA;suburban;suburban;NA;NA;22;542
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;651;622;572;599;rural;rural;rural;16;4;14;634
female;small;small;small;494;569;520;584;rural;rural;rural;5;0;15;639
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;19;NA
female;small;small;small;571;650;538;632;suburban;suburban;suburban;4;28;11;645
male;small;small;small;629;669;627;699;rural;rural;rural;15;20;20;720
male;NA;regular;NA;NA;541;NA;572;NA;rural;NA;NA;9;NA;NA
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;22;644
male;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;14;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;474;550;479;557;rural;rural;rural;2;22;10;559
female;NA;regular;NA;NA;538;NA;563;NA;inner-city;NA;NA;40;NA;NA
female;small;small;small;553;596;562;574;rural;rural;rural;10;25;2;606
male;regular;regular+aide;NA;487;NA;497;473;inner-city;inner-city;NA;3;2;NA;NA
female;small;small;small;651;709;627;699;rural;rural;rural;8;16;6;686
male;regular;regular;regular;516;584;523;590;rural;rural;rural;2;2;13;629
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;NA;NA;426;NA;465;NA;inner-city;NA;NA;15;NA;NA;NA
male;regular;NA;NA;466;NA;505;NA;urban;NA;NA;8;NA;NA;NA
female;regular;regular;regular;516;573;520;526;rural;rural;rural;4;22;14;NA
male;regular+aide;NA;NA;590;NA;578;NA;rural;NA;NA;16;NA;NA;NA
male;regular+aide;small;small;579;650;512;603;suburban;suburban;suburban;20;18;8;674
male;regular+aide;regular+aide;regular+aide;536;569;567;632;suburban;suburban;suburban;3;15;21;650
male;regular;NA;NA;438;NA;474;NA;rural;NA;NA;5;NA;NA;NA
male;small;small;NA;497;545;497;541;inner-city;inner-city;NA;38;10;NA;NA
male;regular+aide;regular+aide;regular+aide;463;575;520;607;suburban;suburban;suburban;3;25;12;666
female;regular;regular;regular;590;622;526;603;rural;rural;rural;11;31;7;648
female;regular;NA;NA;651;NA;584;NA;rural;NA;NA;11;NA;NA;NA
male;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;30;654
female;small;small;small;564;604;584;639;inner-city;inner-city;inner-city;2;13;31;661
male;NA;regular;NA;NA;508;NA;545;NA;inner-city;NA;NA;9;NA;NA
male;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;13;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;651;627;520;574;rural;rural;rural;2;22;10;634
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;4;626
female;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;33;NA;NA;NA
male;NA;regular+aide;regular+aide;NA;604;NA;611;NA;rural;rural;NA;8;11;645
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;14;618
male;regular;small;NA;NA;557;NA;584;rural;rural;NA;0;7;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;NA;NA;505;NA;510;NA;urban;NA;NA;20;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;544;584;578;590;rural;rural;rural;20;5;3;607
female;regular+aide;regular+aide;regular+aide;471;568;520;603;rural;rural;rural;2;22;10;581
male;regular;NA;NA;488;NA;502;NA;inner-city;NA;NA;2;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;604;637;567;626;rural;rural;rural;9;2;15;697
male;regular+aide;NA;NA;553;NA;562;NA;inner-city;NA;NA;17;NA;NA;NA
male;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;7;513
male;small;small;small;579;669;627;699;rural;rural;rural;13;10;30;671
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;small;small;441;494;518;490;rural;rural;rural;12;23;12;NA
female;NA;regular;regular+aide;NA;521;NA;526;NA;inner-city;inner-city;NA;12;14;573
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;3;609
male;NA;NA;small;NA;NA;NA;NA;NA;NA;urban;NA;NA;9;590
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;NA;NA;553;NA;484;NA;urban;NA;NA;11;NA;NA;NA
male;regular;regular;regular;527;608;653;699;inner-city;inner-city;inner-city;0;1;3;723
male;NA;regular;regular;NA;538;NA;556;NA;inner-city;inner-city;NA;1;3;578
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;NA;NA;433;NA;477;NA;inner-city;NA;NA;3;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;533;602;532;556;rural;rural;rural;12;6;16;600
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular+aide;regular+aide;485;545;510;518;suburban;suburban;suburban;16;12;18;578
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;14;596
female;small;small;small;497;545;529;554;urban;urban;urban;27;12;19;605
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;37;NA
male;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;13;NA;NA
female;regular+aide;regular+aide;regular+aide;507;602;549;587;rural;rural;rural;18;33;7;606
female;NA;regular;regular;NA;NA;NA;NA;NA;rural;rural;NA;10;15;622
female;regular;regular;regular;519;575;542;568;rural;rural;rural;11;13;37;601
male;NA;regular+aide;regular+aide;NA;591;NA;639;NA;rural;rural;NA;8;11;650
female;regular;regular;regular;564;573;529;563;rural;rural;rural;1;12;3;606
female;NA;small;small;NA;618;NA;620;NA;inner-city;inner-city;NA;14;19;603
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;NA;NA;516;NA;495;NA;suburban;NA;NA;18;NA;NA;NA
male;NA;regular+aide;regular+aide;NA;527;NA;543;NA;inner-city;inner-city;NA;13;12;639
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;19;625
male;small;small;small;536;604;515;556;urban;urban;urban;16;17;11;594
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;10;NA;NA;NA
male;NA;regular;small;NA;631;NA;596;NA;suburban;suburban;NA;31;9;655
male;regular;regular;regular;519;582;505;535;rural;rural;rural;42;15;9;595
female;regular;regular;NA;441;549;490;525;inner-city;inner-city;NA;1;12;NA;NA
male;regular+aide;regular+aide;regular+aide;524;571;549;559;rural;rural;rural;5;3;12;588
male;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;28;536
female;regular+aide;regular+aide;regular+aide;521;575;545;584;rural;rural;rural;11;2;15;617
male;regular+aide;regular+aide;regular+aide;553;596;553;639;rural;rural;rural;31;1;12;651
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;3;600
female;regular;regular;regular;530;588;523;548;suburban;suburban;suburban;16;12;19;645
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;19;607
male;regular+aide;regular+aide;regular+aide;571;599;562;603;rural;rural;rural;16;15;15;609
male;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;12;NA;NA
male;small;small;small;495;575;472;561;inner-city;inner-city;inner-city;25;4;22;607
female;regular;NA;NA;544;NA;578;NA;rural;NA;NA;17;NA;NA;NA
male;small;small;small;564;659;592;659;suburban;suburban;suburban;4;28;11;670
female;small;small;small;NA;NA;567;NA;rural;rural;rural;12;14;1;655
female;regular;regular;regular;629;643;601;615;urban;urban;urban;20;15;16;656
male;regular;regular;regular;564;611;518;599;rural;rural;rural;20;18;17;621
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular;regular+aide;NA;506;NA;522;NA;inner-city;inner-city;NA;1;23;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;12;NA;NA;NA
female;small;small;small;651;593;538;565;rural;rural;rural;13;0;2;626
male;small;small;small;579;591;562;568;urban;urban;urban;19;12;2;639
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;NA;NA;629;NA;612;NA;urban;NA;NA;1;NA;NA;NA
female;regular;regular;regular;524;618;520;582;suburban;suburban;suburban;12;8;15;660
male;regular+aide;regular+aide;regular+aide;521;622;567;587;rural;rural;rural;0;16;1;641
female;regular;regular;NA;485;571;495;538;suburban;suburban;NA;23;10;NA;NA
male;small;small;small;457;512;497;522;suburban;suburban;suburban;32;7;9;553
male;regular;regular;regular;558;604;538;607;rural;rural;rural;0;20;28;655
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;small;regular;478;521;507;568;suburban;suburban;inner-city;5;18;0;578
female;NA;small;small;NA;NA;NA;NA;NA;rural;rural;NA;15;14;664
male;regular;regular;regular;651;643;584;699;rural;rural;rural;9;19;11;680
female;NA;small;small;NA;571;NA;572;NA;suburban;suburban;NA;5;27;599
male;regular+aide;regular+aide;regular+aide;571;622;612;587;rural;rural;rural;9;8;0;660
female;NA;small;NA;NA;631;NA;596;NA;urban;NA;NA;6;NA;NA
male;small;small;small;503;552;545;577;rural;rural;rural;7;0;12;568
male;regular;regular;regular;472;524;515;565;inner-city;inner-city;inner-city;3;30;22;NA
